odiNumber,dateComplaintFiled,make,model,modelYear,components,crash,fire,numberOfInjuries,numberOfDeaths,summary
11612913,09/05/2024,HYUNDAI,SONATA,2020,FUEL/PROPULSION SYSTEM,False,False,0,0,"There is an issue with the 2020+ Hyuandai sonatas and Kia K5 models. The valves in my gas tank had failed. Causing pressure and gas vapors to be trapped inside the tank. The pressure in my tank has swollen my gas tank to the point where it’s bent the metal frame underneath my backseat, lifting my backseat off its base. My car is a literal tricking time bomb because the tank will eventually burst. There’s also a strong smell of gas coming from underneath the backseat. There’s been a new story on "
11611960,08/31/2024,HYUNDAI,SONATA,2020,FUEL/PROPULSION SYSTEM,False,False,0,0,"(August 29th) My girlfriend and I were driving in my 2020 Sonata, when the check engine light turned on and my gas gauge dropped from being full to then only half way. About an hour later, driving back home we heard a loud pop as if something exploded. Next day, I took my car to the Autonation Hyundai dealership and after taking a look at my car they quoted me about $6,000 to get my fuel tank and charcoal canister replaced. Our safety was put at risk due to the fact that had the damage been any "
11611435,08/28/2024,HYUNDAI,SONATA,2020,FUEL/PROPULSION SYSTEM,False,False,0,0,Gas tank is swelling causing the rear seats to pop up
11611414,08/28/2024,HYUNDAI,SONATA,2020,"ELECTRICAL SYSTEM,VISIBILITY/WIPER",False,False,0,0,"Improperly seated strip fuse High Resistance Connection on the IG-2 40amp blower motor fuse receptacle causing melting of plastic fuse box components and ultimately failure of blower motor circuit and potentially loss of other circuits. Loss of blower motor leads to loss of cabin HVAC as well as loss of front windshield defrost ability during adverse driving conditions. Not only does this pose a potential electrical fire hazard, but a safety hazard due to inability to clear windshield from loss "
11610090,08/21/2024,HYUNDAI,SONATA,2020,STRUCTURE,False,False,0,0,"The contact owns a 2020 Hyundai Sonata. The contact stated that upon exiting the vehicle during a rainstorm, she became aware that water had filled the interior of the rear driver's side door panel, which began to leak when the door was open. No warning lights were illuminated. The vehicle was taken to the dealer, who was unable to determine how the water was entering the door panel. The vehicle was not repaired. The manufacturer was notified of the failure, and a case was opened. The failure mi"
11609395,08/19/2024,HYUNDAI,SONATA,2020,"SEATS,UNKNOWN OR OTHER,FUEL/PROPULSION SYSTEM",False,False,0,0,Took a trip to Nashville so I left Memphis Saturday morning hole on the road heading to Nashville I was at least 30 minutes fork the city my car began to jerk very bad suddenly my file light came on so I stopped at a gas station the file light came on telling me I needed gas the had was on the E but my mileage to e said 117miles. So I was like ok that’s weird after I put gas in my car I got back on the road my gas hand went from full to half way and I was not even on the road for 40 minutes so a
11607405,08/08/2024,HYUNDAI,SONATA,2020,"SEATS,FUEL/PROPULSION SYSTEM",False,False,0,0,"Fuel tank has expanded to the point that my vehicle is deemed not safe to drive. As pressure in the tank is unable to be stabilized. Only had the car for about 70 days since the date of purchase. Repairs are about $3900. In short as told by the dealership service department, my car could blow up at any time. This is not safe, at all."
11607388,08/08/2024,HYUNDAI,SONATA,2020,ELECTRICAL SYSTEM,False,False,0,0,Multi fuse controlling the A/C blower has burned out 3 times in the past year.
11606576,08/05/2024,HYUNDAI,SONATA,2020,"FUEL SYSTEM, GASOLINE,ENGINE",False,False,0,0,"The contact owns a 2020 Hyundai Sonata. The contact stated while driving at an undisclosed speed, there was an abnormal gasoline odor inside the vehicle. The contact then heard a loud pop and pulled over to the shoulder of the roadway. After a visual inspection, the contact observed gasoline leaking from the fuel tank filler neck, even though the access door and gas cap were both securely closed. The check engine warning light was illuminated. The vehicle was taken to an independent mechanic, wh"
11604540,07/25/2024,HYUNDAI,SONATA,2020,"FUEL SYSTEM, GASOLINE",False,False,0,0,"The contact owns a 2020 Hyundai Sonata. The contact stated while driving approximately 65 MPH, there was a booming sound heard and suddenly there was an abnormal fuel odor inside the cabin of the vehicle. The vehicle was towed to the local dealer who replaced a fuel sensor. The contact stated that later, while driving, the rear seats started to raise up, and became extremely hot. The contact parked to inspect the vehicle and discovered that the fuel tank had expanded underneath the vehicle. Due "
11602352,07/15/2024,HYUNDAI,SONATA,2020,FUEL/PROPULSION SYSTEM,False,False,0,0,"Riding down the road June 30, 2024 and heard a loud boom coming from the back of my car. I pulled to the side of the road and walked around but saw no damage to outside of car. When I was approximately 30 miles from home my gas started dropping tremendously. Once arriving at home it was a rumble coming from rear of car after inspecting outside car and seeing no damage again, I looked in my back seat and the rear seat was lifted. If my kids or any other occupants would have been back there it cou"
11741201,06/01/2026,HYUNDAI,SONATA,2021,"ELECTRICAL SYSTEM,ENGINE",False,False,0,0,The car will idle high around 1200 rpms. The car will most of the times fix the issue when you turn the car off and back on but it will start again after driving. This is a known issue with the car. I have had the egr valve replaced since it will pop up the codes P240F and P049 for egr slow response and control position exceeded learning limit but the problem came back within two days. I did find a forum that deals with the joint connector repair but this needs to be a recall as I have come acro
11741226,06/01/2026,HYUNDAI,SONATA,2021,POWER TRAIN,False,False,0,0,"The vehicle has experienced repeated transmission and Electronic Oil Pump (EOP) failures resulting in loss of propulsion, loss of acceleration, and transmission-related malfunctions. The vehicle currently has approximately 69,000 miles.  On September 3, 2022, the vehicle lost propulsion while traveling approximately 31 MPH in traffic and would not respond normally to accelerator input. This created a dangerous situation and increased the risk of a collision. On the same date, while backing out o"
11739443,05/22/2026,HYUNDAI,SONATA,2021,FUEL/PROPULSION SYSTEM,False,False,0,0,"I took my car to dealer to repair recall. Dealer told me if it failed they would keep car and report stolen if I tried to take it. They failed it. I didn't trust them based on their report it stolen statement. I had the police get my car back. I took it to another dealer where it passed recall easily. I believe they wanted my car for a customer, and tried to get away with this ruse."
11738864,05/19/2026,HYUNDAI,SONATA,2021,"FUEL SYSTEM, GASOLINE,ENGINE",False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated while driving at an undisclosed speed, the engine shuddered and the engine stalled. In addition, the engine seized. No warning lights were illuminated. The contact stated that the vehicle was seized in the middle of the road. The contact stated that while attempting to start the vehicle, the vehicle started. The failure reoccurred. The vehicle was towed to the residence. The vehicle was not diagnosed or repaired by an independent mechani"
11730992,04/14/2026,HYUNDAI,SONATA,2021,ENGINE,False,False,0,0,"The Exhaust Heat Recovery System (EHRS) has failed for the second time on this vehicle. The first failure occurred at approximately 35,000 miles and was repaired under Hyundai Technical Service Bulletin 23-EM-009H, which Hyundai issued to address this exact defect across 2020-2023 Sonata Hybrid models. The vehicle has now reached 71,000 miles and is experiencing the identical symptoms: coolant loss, overheating, and white exhaust smoke. The EHRS shares a coolant loop with the hybrid battery ther"
11730039,04/08/2026,HYUNDAI,SONATA,2021,"STRUCTURE,UNKNOWN OR OTHER",False,False,0,0,"• I experienced trouble with my splash guard being damaged from hanging and scraping the ground about a month after purchasing the vehicle. Also, my hood paint  started chipping after a recent cold front experienced in my state earlier this year. Yes it is available for inspection upon request. Regarding the splash guard, not applicable.  • It’s was very inconvenient to drive with a portion of my car scraping the ground. I had to be more mindful of my driving in the higher speed limit areas inca"
11729119,04/03/2026,HYUNDAI,SONATA,2021,"UNKNOWN OR OTHER,FUEL/PROPULSION SYSTEM",False,False,0,0,"I was notified of a recall on my from  vehicle by Hyundai via email some time in March of 2026. The message said mentioned my vehicle may have a defective/worn purge control check valve that would cause the fuel tank to deform. Potentially leading to a release of fuel over time, which then could ignite. NHTSA Recall #25V796000  My car showed now signs of problems, but I brought it into a Hyundai dealership on March 13th where they confirmed my vehicle had the issue. They said the situation requi"
11727380,03/26/2026,HYUNDAI,SONATA,2021,"ENGINE,FUEL/PROPULSION SYSTEM,VISIBILITY/WIPER",False,False,0,0,"The internal core of the Exhaust Heat Recovery System (EHRS), part of the center muffler/front pipe assembly (#28600-L5210), suffered a catastrophic failure. This allowed approximately 9 gallons of engine coolant to leak directly into the hot exhaust stream. Safety Risk: This failure creates a severe visibility hazard. During acceleration from stop lights and stop signs, the vehicle emits massive, thick clouds of white glycol smoke. The smoke is so dense that it completely obscures the driver's "
11725496,03/19/2026,HYUNDAI,SONATA,2021,"FUEL SYSTEM, GASOLINE",False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact received notification of NHTSA Campaign Number: 25V796000 (Fuel System, Gasoline); and the vehicle was taken to the dealer for the recall repair; however, the dealer informed the contact that the vehicle was unrepairable, and there was no further information provided. The manufacturer was made aware of the issue, and a case was filed. The manufacturer informed the contact that the field engineers had reviewed the vehicle and advised that a buyb"
11725107,03/17/2026,HYUNDAI,SONATA,2021,ENGINE,False,False,0,0,"Hyundai technical service bulletin 23-EM-009H (EHRS COOLANT LEAK) - AKA a faulty heat exchange that causes the coolant to leak into the exhaust and burn away. Resulting in a very hard to diagnose coolant disappearance. This should be a recall. They have literally already acknowledged a manufacturer defect with the service bulletin. The problem is that in most cases, it occurs out of the 60k or 100k warranty. The dealer seems to have discretion as to which of the mileage limits apply. One dealer "
11721861,03/03/2026,HYUNDAI,SONATA,2021,"POWER TRAIN,ENGINE",False,False,0,0,P0471 code before 55k miles even after repair is made
11721548,03/02/2026,HYUNDAI,SONATA,2021,"FUEL SYSTEM, GASOLINE",False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated that while driving at an undisclosed speed, the accelerator pedal was depressed; however, the vehicle failed to accelerate as intended. The vehicle was driven to the shoulder of the road. The contact stated that the fuel level indicated empty, and the low fuel warning light was illuminated. The passenger seated in the rear seat noticed that the rear seat was out of place and that the seat was very hot. The vehicle was refueled prior to t"
11720224,02/24/2026,HYUNDAI,SONATA,2021,"FUEL SYSTEM, GASOLINE",False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact received notification of NHTSA Campaign Number: 25V796000 (FUEL SYSTEM, GASOLINE); however, the part to do the recall repair was not yet available. The local dealer was contacted. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure."
11719681,02/22/2026,HYUNDAI,SONATA,2021,"ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"On i believe 1/14/26, my check engine light came on. Scheduled appt.for 1/16/26 for diagnostic. Several things were wrong. I decided to come back due to not having the money at the time. Over the wked, I remembered a recall notice i received around November that I asked about in November during my oil change & was told the parts aren't in & they'd give me a call. Upon viewing the recall it seemed some things I was told on 1/16/26 could be a result of the recall. I called my service person Linda "
11719316,02/20/2026,HYUNDAI,SONATA,2021,"ENGINE,VISIBILITY/WIPER",False,False,0,0,The EHRS coolant system failed and had a leak causing the coolant to be excessively burned off as thick white smoke. This caused me to not be able to see anything behind me and forced others to stop or slow down dramatically to avoid colliding with me. I had my engine overheat and force me to pull over on the side of an unsafe road because the exhaust system burned off my entire tank of coolant in less than a mile. I have taken this to a Hyundai dealership and they confirmed it was the EHRS syst
11718194,02/16/2026,HYUNDAI,SONATA,2021,"POWER TRAIN,ENGINE",False,False,0,0,"Vehicle suddenly lost heat in 30 degree weather. No warnings, check engine light, or temperature gauge indicators came on.  Lucky made it to a parts store and found out I was extremely low on coolant. Bought coolant and put it in. Made it back to the house and was immediately low again. No visible leaking. Oil was completely fine (1 gallon of coolant would have have left some kind indicator). Realized it was more than likely the ehrs. If this happened during the summer, my engine could have blow"
11716730,02/09/2026,HYUNDAI,SONATA,2021,"FUEL SYSTEM, GASOLINE",False,False,0,0,"The contact owns a 2021 Hyundai Sonata. While driving at various speeds, the vehicle unexpectedly shut off without warning. There was an abnormal popping sound coming from the vehicle with an abnormally strong fuel odor inside the vehicle. The contact stated that the vehicle was consuming an excessive amount of fuel. The contact received notification of NHTSA Campaign Number: 25V796000 (Fuel System, Gasoline); however, the part to do the recall repair was not yet available. The local dealer and "
11716213,02/06/2026,HYUNDAI,SONATA,2021,"FUEL SYSTEM, GASOLINE",False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated that while driving at an undisclosed speed, the accelerator pedal was depressed; however, the vehicle failed to accelerate as intended. In addition, the contact stated that the vehicle was shaking abnormally. The vehicle was taken to the dealer; however, the contact was informed that the part was not available to repair the vehicle. The vehicle was not diagnosed or repaired by an independent mechanic or dealer. The contact received notif"
11714874,02/01/2026,HYUNDAI,SONATA,2021,"UNKNOWN OR OTHER,LANE DEPARTURE,FORWARD COLLISION AVOIDANCE",False,False,0,0,"Will be driving the car and suddenly hear a beep. Then the dashboard will flash with the ABS light engine light tire pressure light check Blindspot sensors, forward collision sensors. once all the lights appear on the dashboard, I can no longer accelerate.  i’ve cleaned the throttlebody. I’ve replaced the gas pedal and it’s still kicking back the same code it still does it the same identical thing. It’s given out on me three times since December with an infant in the car.  We are now in February"
11712843,01/23/2026,HYUNDAI,SONATA,2021,FUEL/PROPULSION SYSTEM,False,False,0,0,"I took my car to the dealer on [XXX] with concerns about the strong gas smell that I have been smelling. The Hyundai dealership kept my car for 3 days and stated they could not smell the gas after driving the vehicle themselves. They did repair a cracked cylinder head however they did tell me that it wouldn't have been the cause of the fuel smell. They stated next time I am out driving, and I notice the smell to ""pop"" into the dealership to have it checked again. While this is good in theory, it"
11711248,01/15/2026,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,"Component or system involved and availability for inspection: The issue involves the transmission / drivetrain system. When I entered my VIN on Hyundai’s official dealership website, a safety recall related to the transmission appeared. I took a screenshot of this recall. When I later contacted Hyundai Motor America and spoke with my assigned case manager, I was told that no such recall existed for my VIN. A few days after that call, the recall no longer appeared when checking the VIN online. Th"
11709821,01/09/2026,HYUNDAI,SONATA,2021,"ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"I was driving my 2021 Hyundai Sonata at approximately 3:00 AM when the vehicle suddenly began shaking and vibrating. While stopped at a traffic light, the check engine light illuminated, and the engine was shaking severely.  I immediately pulled over and shut off the engine. After waiting approximately one hour, I restarted the vehicle, but it was only able to drive very slowly.  The following day, the vehicle was towed to a local repair shop. Diagnostic testing showed a cylinder 3 misfire, alon"
11709919,01/09/2026,HYUNDAI,SONATA,2021,"SUSPENSION,ENGINE,LANE DEPARTURE",False,False,0,0,Engine makes rattling and knocking noises.  Transmission hesitates and jerks Suspension front struts and rear shocks are bad. Possible the isolators. Having horrible back pain when riding in car.  Starter intermittently doesn't work  Lane keep assistance goes over small bump in road will make car drive in opposite lane into on coming traffic.   Took car to Tameron hyundai in Birmingham on the 29th of December 2025. Told them everything thats going on with the car. They did nothing about any of t
11709594,01/08/2026,HYUNDAI,SONATA,2021,"FUEL SYSTEM, GASOLINE",False,False,0,0,"Please see Attachment  To Whom It May Concern,  I am writing to formally notify you under the Virginia Motor Vehicle Warranty Enforcement Act (Virginia Lemon Law, Va. Code §§ 59.1-207.9 to 59.1-207.16) that my 2021 Hyundai Sonata, has a nonconformity that substantially impairs its use, value, or safety.  On June XX, 2025 I delivered my vehicle to Pearson Hyundai for repair due to the fuel pump recall. As of today September XX, 2025 the vehicle has been out of service for more than 89 days, well "
11707812,12/30/2025,HYUNDAI,SONATA,2021,FUEL/PROPULSION SYSTEM,False,False,0,0,"Recall number (25V796000) There is No remedy available. I am Experiencing fuel system issues that may relate. Dealer and corporate refusing meaningful support and expecting me to pay $1,600 to replace fuel assembly.  I feel unsafe driving my vehicle at this time."
11707864,12/30/2025,HYUNDAI,SONATA,2021,"POWER TRAIN,UNKNOWN OR OTHER,FUEL/PROPULSION SYSTEM",False,False,0,0,"I own a 2021 Hyundai Sonata 1.6T,  which has an open NHTSA safety recall (25V796000) related to fuel tank pressurization and fire risk. I brought the vehicle to an authorized Hyundai dealership due to a check engine light, reduced performance, and DTC P14EE, which aligns with the recall condition. The dealership refused to treat the concern as recall-related unless I paid a diagnostic fee and later attempted to reclassify the issue as a customer-pay fuel pump repair. During this visit, the deale"
11707339,12/28/2025,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,NHTSA: #25V796000 Recall: #286 2020-23MY SONATA (DN8/DN8A) FUEL TANK Issued on 11/18/2025 and there is no remedy yet for this issue. Hyundai of Ocala has not issued me a loaner car. What am I supposed to do? It’s been over a month since the recall was posted and still no remedy. I’m concerned for mine and my families safety. This car is our only means of transportation. I need a solution
11706868,12/23/2025,HYUNDAI,SONATA,2021,"SEAT BELTS,UNKNOWN OR OTHER",False,False,0,0,"P0471 error comes up off and on, this is recall related but the dealership refuses to address it.   The seatbelt has to be clicked 2x in order to stick. Happens with driver side."
11700120,11/18/2025,HYUNDAI,SONATA,2021,ELECTRICAL SYSTEM,False,False,0,0,"My 2021 Hyundai Sonata Limited Hybrid 12v battery has started to die randomly. My car is currently with the Hyundai dealer to confirm if this will be a warranty claim. Searching online, I have found other posts of people complaining about a similar issue with their 2021 Hyundai Sonata Hybrid."
11699648,11/16/2025,HYUNDAI,SONATA,2021,SEATS,False,False,0,0,The driver seat motor malfunctioned when pennies got jammed iin the unprotected/exposed seat tracks. Hyundai would not cover the warranty and charged me $2000.00 for repair.   After complaining to the Hyundai National customer service they would not consider my point of contention that the unproteted/exposed tracks contributed to the failure. A professional mechanic stated that a fuse should have failed before the motor malfunctioned.
11698349,11/08/2025,HYUNDAI,SONATA,2021,"UNKNOWN OR OTHER,ENGINE,VISIBILITY/WIPER",False,False,0,0,"The vehicle's HVAC (heating) system failed. It stopped producing heat on one side of the vehicle. My mechanic/dealer diagnosed the issue as a broken component within the HVAC case under the dashboard, requiring full dashboard removal and a repair estimated at over $3,000.  This failure prevents the defroster from working properly, which is a major safety hazard as it cannot clear fog or frost from the windshield.  A search of online forums and owner communities shows this is a widespread complai"
11695902,10/27/2025,HYUNDAI,SONATA,2021,POWER TRAIN,False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated that while driving at 30 MPH and depressing the accelerator pedal, the vehicle failed to respond and lost power. The vehicle was coasted over to the right side of the road, turned off, restarted, and returned to normal functionality. An independent mechanic was contacted. The vehicle was taken to an independent mechanic to be diagnosed; however, the diagnosis was unknown. The vehicle was not repaired. The contact related the failure to N"
11694723,10/21/2025,HYUNDAI,SONATA,2021,ELECTRICAL SYSTEM,False,False,0,0,"Car sits several days at a time. Door locked. 12 volt auxiliary battery goes dead within 60 minutes after driving 60 miles. Happened 6 times in last 6 weeks. Battery is lithium. Dealer looked at car Sept 8.  They did cursory check and said my rodent deterrent caused issue. After driving 60 miles. Turned rodent deterrent off. Still have issue. Car resets the 12 volt battery nearly daily. Lithium battery if bad can blow up and cause vehicle fire. Car is parked in car port next to house. If fire, i"
11685346,09/05/2025,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,"The parking assistant camera on the front of the car is loose, which means that the bracket is broke. I took my car into Hyundai and they could not explain to me how it got broke or came loose and this is a safety issue because this helps you park and see what’s in front of you when parking."
11685401,09/05/2025,HYUNDAI,SONATA,2021,"POWER TRAIN,ELECTRICAL SYSTEM",False,False,0,0,"2021 Hyundai Sonata with approximately 39,000 miles. On [XXX], the dashboard displayed the following message ""Shifter system malfunction! Service immediately"" When the warning appeared, the vehicle shifter button would not function, creating a traffic safety risk.  History: Dealer service history shows the transmission was replaced on the vehicle under warranty on 08/30/2021 with 2,212 miles with no campaign/recall issued. Dealer states there is no recall campaign on this vehicles specific VIN #"
11679381,08/08/2025,HYUNDAI,SONATA,2021,"AIR BAGS,FORWARD COLLISION AVOIDANCE",True,False,7,0,During a front end collision the car did not auto brake and the air bags did not deploy. The car has been totaled and is currently at a dealership for insurance appraisal.
11678866,08/06/2025,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,"I am writing to formally file a complaint regarding Hyundai’s Recall Campaign 216, which involves a safety defect related to the windshield assemblies of certain Hyundai vehicles.  Despite the recall being issued to address the risk of inadequate windshield adhesion due to non-conforming clear coat paint, I have been unable to get my vehicle repaired. I contacted my local Hyundai dealership promptly after learning about the recall; however, they informed me that they were unable to perform the r"
11676441,07/27/2025,HYUNDAI,SONATA,2021,"POWER TRAIN,ENGINE",False,False,0,0,"After initial startup and drive for a short time, I come to a stop. Then after vehicle doesn’t want to accelerate as it normally would. Vehicle struggles to gain speed but, the engine revs excessively. I pull off the road and come to a stop and try to accelerate again and the same thing happens. I shut the vehicle off and wait a few minutes,then restart and the vehicle accelerates normally  again. There were no check engine lights the when this has happened."
11668567,06/23/2025,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,The moon roof made a very loud noise as I was driving down the interstate. It sounded like a loud bang. The safety risk was that I could have jerked the wheel from the scare of the loud sound. My moon roof then shattered and began to fly off.
11668446,06/22/2025,HYUNDAI,SONATA,2021,"UNKNOWN OR OTHER,FUEL/PROPULSION SYSTEM",False,False,5,0,"I bought this car in June 2013 for its safety and its Amazing warranty and all the features that it has Hyundai manufacture had  an obligation as a consumer service and failed to send notification of any recalled to us in regards to a recall High pressure, fuel pump, and fuel rail Fuel system engine, gas tank This is a product of liability and negligence on time but they failed to take responsibility and comply with federal laws. I was driving with my family in the car when this car was a tickin"
11667835,06/18/2025,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,"Rearview camera fails to display an image. It does work sometimes but then most of the times the rearview camera does not display any image as seen in the images attached. This issue started occurring recently, that is when I reverse the car, the rearview camera image is not displayed at all. Earlier the rearview camera was working with out any issue when I reverse the car. Issue seems to be same as campaign number: 24V879000"
11663019,05/25/2025,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,P0741 code tcc solenoid
11657913,04/30/2025,HYUNDAI,SONATA,2021,ELECTRICAL SYSTEM,False,False,0,0,"The buttons to the door locking and unlocking don't work unless I open and close my door a few times. The same thing with the back windows. But after you do the trick and use the intended button once, it stops working and have to repeat the entire process over again. Which is not safe especially when the car is in motion, I am not able to use those buttons at all."
11656443,04/23/2025,HYUNDAI,SONATA,2021,FUEL/PROPULSION SYSTEM,False,False,0,0,"The car would excelerate while in park. While I was pressing the brakes the car would jerk forward, it would not just quietly idle. While driving the car would randomly speed up or slow down. Sometime it would sound like it was going to shut off and start vibrating."
11647714,03/11/2025,HYUNDAI,SONATA,2021,POWER TRAIN,False,False,0,0,"My transmission on my 21 Hyundai sonata n line has failed. It began when the car needed to emergency brake when someone jump into my lane on the road. There’s grinding, and whining in the transmission along with delayed shifts, jerking and a burning smell that comes through the vents of my car upon start up. The recall on this transmission is because it may become defective. I bought the vehicle from a Honda not a Hyundai dealer in March of 2023 the recall campaign closed out Jan of 2023. Accord"
11645969,03/03/2025,HYUNDAI,SONATA,2021,"FUEL SYSTEM, GASOLINE,ENGINE",False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated while pulling out of a parking lot, the vehicle failed to accelerate as intended and started shaking abnormally. The check engine warning light was illuminated. The vehicle was taken to the residence. The vehicle was towed to an independent mechanic where it was diagnosed that the fuel injector needed to be replaced. The vehicle was towed to a dealer where it was diagnosed that all four fuel injectors needed to be replaced. The vehicle w"
11642854,02/14/2025,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,My car is giving a p0741 code and I was told has something to do with transmission and my car has been jerking.
11642341,02/12/2025,HYUNDAI,SONATA,2021,"ELECTRICAL SYSTEM,ENGINE",False,False,0,0,On 5 separate occasions the car has shut itself off while driving.  After the first 2 times the car was taken to the dealership where they found nothing wrong and told us to replace the battery.  The battery was replaced by the dealer and within  the next two weeks the car shut itself off while driving 3 more times.  The car will always start back up again right away.  This is a very dangerous situation.
11642360,02/12/2025,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,"A semi truck passed me from the opposite direction and caused a gust of wind to be generated diagonally across the car. Both of us were traveling at highway speeds. The gust of wind caused the undercarriage retainers\clips to completely fail. The undercarriage folded back on itself and was pinned on both sides against each tire beneath the car. On the left side, the tire tore part of the undercarriage off as if it had came between the tire and the pavement. I believe this has the potential to ca"
11641851,02/10/2025,HYUNDAI,SONATA,2021,STRUCTURE,False,False,0,0,Sunroof exploded on the highway with no one in-front of me to kick up any rocks or debris.
11641099,02/06/2025,HYUNDAI,SONATA,2021,UNKNOWN OR OTHER,False,False,0,0,I live northern suburbs of Illinois. I was backing out of a parking spot when I couldn’t switch gears from Reverse to Drive. My car showed flashing lights and said system malfunction and service immediately. I had to put the safety brake and turn of my car. It took a couple minutes to reset and turn on my car for me to move it.
11639354,01/29/2025,HYUNDAI,SONATA,2021,"SERVICE BRAKES,FORWARD COLLISION AVOIDANCE",False,False,0,0,Was driving in reverse out of garage and ABS brakes were applied like I hit a patch of ice stopping the car.  Released when applied pressure to brake. Then while on highway going 60 miles an hour the emergency brake system went on for no reason applying pressure and red light came on the dash with a left facing arrow. System released within a few seconds but scared me and I still have to drive this car on highway.
11634145,01/05/2025,HYUNDAI,SONATA,2021,POWER TRAIN,False,False,0,0,"2 years after purchasing a new vehicle, the transmission began to pop and cause the car to jerk upon a cold start, RPM would increase but the speedometer would not go over 20mph. There were no error messages or alerts. I reported it several times, and the dealership technicians could not duplicate the issue and stated that the car was driving as it was designed even after providing video proof. They were later able to partially replicate the issue when the car popped and jerked after a cold star"
11632087,12/23/2024,HYUNDAI,SONATA,2021,ELECTRICAL SYSTEM,False,False,0,0,"In June 2024, I was driving my vehicle when I started to smell burning from under the dashboard. As I continued to drive, the smell got worse, and on my way to the dealer, my air conditioner stopped working. I took my car back to the dealer for service, and several days later, I was told that my car needed a hardness connected to several components in the engine compartment. I remember while I was dropping off my car at the dealer, one of the service advisors told me that it was good. I drove to"
11628830,12/04/2024,HYUNDAI,SONATA,2021,"ELECTRICAL SYSTEM,ENGINE",False,False,0,0,This car has two problems.  2 weeks I was driving on the highway. All the sudden the shutoff and lost all power on the car. Thank god I pulled to the side of the road safely. Turned the car off and turned it back on. The car started to run normal. I took it to mechanic. They scanned the car with their computer. Said the car has no problems. Tested the battery and all other components. No problems found. This happened again yesterday on the highway driving. Car engine shuts off again.  The car ha
11618313,10/06/2024,HYUNDAI,SONATA,2021,"ELECTRICAL SYSTEM,ENGINE",False,False,0,0,"2021 Hyundai Sonata 59,850 miles  RPM jumps to around 1,300 at zero miles on occasion. If I am stopped, at a red light or behind other stopped autos,  the vehicle jumps forward when I take my foot off the brake. Because this happens quite often, I am aware of this and keep my foot on the brake until other vehicles are out of the way to avoid bumping into them. When this happens, I can cruise at 30 miles per hour without having my foot on the accelerator, I can slow down or stop by applying the b"
11615411,09/19/2024,HYUNDAI,SONATA,2021,"ENGINE,FORWARD COLLISION AVOIDANCE",False,False,0,0,"The contact owns a 2021 Hyundai Sonata. The contact stated while driving at an undisclosed speed, the vehicle lost motive power. Additionally, the Forward Collision Avoidance failed to function as intended. The contact stated that the sensor was braking prematurely. The vehicle was taken to the dealer; however, the failure was not duplicated. The contact stated while driving out of the driveway, the vehicle lost motive power. The vehicle failed to restart. The dealer was contacted and made aware"
11615509,09/19/2024,HYUNDAI,SONATA,2021,ENGINE,True,False,0,0,"I purchased this vehicle brand new.  It is still under factory warranty.  It has approximately 14k miles on it.  I have followed all recommended maintenance procedures.  During a routine maintenance appointment at the dealership (Vancouver Hyundai 6802 NE 40th Street, Vancouver WA 98661) they identified a catastrophic engine failure due to internal component deterioration and the engine needs to be replaced.  They have had my vehicle in their possession since [XXX] of this year for a total of 13"
11613234,09/07/2024,HYUNDAI,SONATA,2021,ELECTRICAL SYSTEM,False,False,0,0,Blower motor on 2021 Hyundai Sonata SEL stopped working. Same issue happened on my 2020 Hyundai SEL and currently waiting on my 2020 Sonata to be fixed. Hyundai technician said the wiring harness had a crack and it’s why my 2020 Sonata’s Blower motor stopped working. It’s now three months since they diagnosed and ordered the wiring harness but supposedly it’s still on back order and I’m left with a hot car this entire summer and possibly a cold car come this winter. Now it looks like I will have
11612820,09/05/2024,HYUNDAI,SONATA,2021,ELECTRICAL SYSTEM,False,False,0,0,"Fuse box has a defect causing the AC blower motor to intermittently not work. Appears to be the result of loose connections between the fuse box and the fuse itself. The receptacle for the fuse is clearly burnt/melting, and appears to pose as a fire hazard as a result. The car is currently in the shop for repair on this part, but won't likely be fixed for a month+. I do have photos of the damaged parts, should it be requested. The car was taken into a Hyundai dealership for repair work in Novemb"
